"pop","No.Inflorescences.plant","Inflorescence.length..cm.","Emerg_per","Aver_w","latitude","longitude","metaPop","popSize","pH","organic.matter","Al","Ca","Fe","K","Mg","P","S","Si","Zn","PO3","NO3","NH4"
"BEEKB",1,53,5,0.001325,52.171,6.014,"NL",66,4.42,3.205,67.225,6332.045,1.965,244.765,1180.005,1.195,473.695,201.24,19.22,0.615,236.03,50.825
"BEEKB",2,57,35,0.00108,52.171,6.014,"NL",66,4.42,3.205,67.225,6332.045,1.965,244.765,1180.005,1.195,473.695,201.24,19.22,0.615,236.03,50.825
"BEEKB",2,30,35,0.00108,52.171,6.014,"NL",66,4.42,3.205,67.225,6332.045,1.965,244.765,1180.005,1.195,473.695,201.24,19.22,0.615,236.03,50.825
"BEEKB",1,43,0,0.001155,52.171,6.014,"NL",66,4.42,3.205,67.225,6332.045,1.965,244.765,1180.005,1.195,473.695,201.24,19.22,0.615,236.03,50.825
"BEEKB",1,45,60,0.000945,52.171,6.014,"NL",66,4.42,3.205,67.225,6332.045,1.965,244.765,1180.005,1.195,473.695,201.24,19.22,0.615,236.03,50.825
"BEEKB",1,42,80,0.0014,52.171,6.014,"NL",66,4.42,3.205,67.225,6332.045,1.965,244.765,1180.005,1.195,473.695,201.24,19.22,0.615,236.03,50.825
"BEEKB",1,30,100,0.001125,52.171,6.014,"NL",66,4.42,3.205,67.225,6332.045,1.965,244.765,1180.005,1.195,473.695,201.24,19.22,0.615,236.03,50.825
"BEEKB",1,30,95,0.001105,52.171,6.014,"NL",66,4.42,3.205,67.225,6332.045,1.965,244.765,1180.005,1.195,473.695,201.24,19.22,0.615,236.03,50.825
"BLAN1",1,63,100,0.00198,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,51,95,0.001345,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,43,55,0.001265,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,39,85,0.001845,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,67,90,0.00149,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,51,65,0.001795,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,43,100,0.001795,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,49,85,0.00141,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",2,51,70,0.00152,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,57,95,0.001535,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,49,65,0.00201,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,54,95,0.001215,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,50,100,0.001845,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,42,100,0.00113,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",2,65,95,0.00178,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,45,95,0.00118,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,43,100,0.00139,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,45,94.73684211,0.00131,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",2,47,95,0.00147,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN1",1,49,85,0.001625,50.452,6.619,"Eifel",5000,5.265,10.955,105.935,19719.405,6.7,725.805,4746.925,1.22,140.245,179.615,21.195,0.005,6.87,140.295
"BLAN2",1,67,90,0.00153,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",2,70,85,0.001205,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,61,90.47619048,0.001645,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,64,84.21052632,0.001775,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,71,40,0.000915,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,60,100,0.001985,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",2,63,85,0.001355,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,68,80,0.00112,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,63,95,0.001385,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,63,100,0.001755,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,69,100,0.001725,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,73,100,0.0016,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,73,90,0.00161,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,71,95,0.00159,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,69,90,0.001645,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",2,61,80,0.001515,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,59,95,0.00175,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,78,90,0.001825,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,71,90,0.00214,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BLAN2",1,69,80,0.002255,50.425,6.669,"Eifel",194,5.78,10.54,43.89,33299.94,1.04,778.26,4527.875,1.425,70.75,223.22,3.57,0.68,155.87,75.255
"BUZEN",1,38,100,0.00078,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,48,75,0.00092,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,38,80,0.00099,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,58,100,0.00118,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,36,100,0.00042,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,30,100,0.001285,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,32,75,0.001285,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,47,100,0.001655,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,41,100,0.000955,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,41,100,0.001555,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,45,90,0.000605,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,48,100,0.000545,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,52,15,7e-04,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,53,90,0.001045,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,48,100,0.00119,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"BUZEN",1,39,90,0.001105,49.629,5.592,"South_Bel",2000,7.195,10.7,17.795,36240.29,0.09,488.245,612.955,0.77,255.95,302.83,0.295,3.87,666.965,179.645
"EEEEE",1,45,52.63157895,0.001705,50.378,6.661,"Eifel",1655,6.385,16.575,24.555,38619.61,0,36.795,7014.38,0.025,442.85,99.795,0.84,0,190.415,18.18
"EEEEE",2,60,52.63157895,0.001705,50.378,6.661,"Eifel",1655,6.385,16.575,24.555,38619.61,0,36.795,7014.38,0.025,442.85,99.795,0.84,0,190.415,18.18
"EEEEE",1,40,75,0.00138,50.378,6.661,"Eifel",1655,6.385,16.575,24.555,38619.61,0,36.795,7014.38,0.025,442.85,99.795,0.84,0,190.415,18.18
"EEEEE",1,43,45,0.00107,50.378,6.661,"Eifel",1655,6.385,16.575,24.555,38619.61,0,36.795,7014.38,0.025,442.85,99.795,0.84,0,190.415,18.18
"EEEEE",1,51,95,0.00185,50.378,6.661,"Eifel",1655,6.385,16.575,24.555,38619.61,0,36.795,7014.38,0.025,442.85,99.795,0.84,0,190.415,18.18
"EEEEE",1,35,57.14285714,0.001515,50.378,6.661,"Eifel",1655,6.385,16.575,24.555,38619.61,0,36.795,7014.38,0.025,442.85,99.795,0.84,0,190.415,18.18
"EEEEE",2,49,57.14285714,0.001515,50.378,6.661,"Eifel",1655,6.385,16.575,24.555,38619.61,0,36.795,7014.38,0.025,442.85,99.795,0.84,0,190.415,18.18
